,UniversityName,Address,State,Type,CreateDT
589,"The LNM Institute of Information Technology, jaipur","Gram-Rupa ki Nangal, Post-Sumel,Via-Jamdoli, District:-Jaipur",Rajasthan - 302031,Deemed University,2020-02-23 11:27:02.440298
590,Bharatiya Engineering Science and Technology Innovation University,"Gownivaripalli, Gorantla Mandal, Anantapur,  Andhra Pradesh-  ",Andhra Pradesh,State Private University,2020-02-23 11:27:02.440298
591,Centurion University of Technology and Management,"Gidijala Junction, Anandapuram Mandal, Visakhapatnam,  Andhra Pradesh- 531173 ",Andhra Pradesh,State Private University,2020-02-23 11:27:02.440298
592,KREA University,"5655, Central Expressway, Sri City,  Andhra Pradesh- 517646 ",Andhra Pradesh,State Private University,2020-02-23 11:27:02.440298
593,Saveetha Amaravati University,"3rd Floor, Vaishnavi Complex Opp. Executive Club Vijayawada,  Andhra Pradesh- 520008 ",Andhra Pradesh,State Private University,2020-02-23 11:27:02.440298
594,SRM University,"Neerukonda-Kuragallu Village, Mangalagiri Mandal, Gantur District,  Andhra Pradesh- 522502 ",Andhra Pradesh,State Private University,2020-02-23 11:27:02.440298
595,VIT-AP University,"Near AP Secretariat Amaravati, Guntur ,  Andhra Pradesh- 522237 ",Andhra Pradesh,State Private University,2020-02-23 11:27:02.440298
596,A P Goyal Shimla University,"Shimla, Himachal Pradesh  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
597,Abhilashi University,"Chailchowk (Chaichiot) distt. Mandi ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
598,Arni University,"Karthgarh, Tehsil Indore Distt. Kangra,  Himachal Pradesh -  ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
599,Baddi University of Emerging Sciences & Technology,"Makhnumajra, BADDI, Distt. Solan ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
600,Bahra University ,"VPO-Waknaghat Tehsil-Kandaghat Distt. Solan ,  Himachal Pradesh - 173234 ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
601,Career Point University," Hamirpur, Himachal Pradesh  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
602,Chitkara University,"HIMUDA Education Hub Pinjore-Barotiwala Highway (NH_21A) Solan,,  Himachal Pradesh - 174 103 ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
603,Eternal University,"Distt. Sirmour  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
604,I.E.C. (India Education Centre) University,"Baddi, Solan Himachal Pradesh ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
605,ICFAI University,"#5, HIMUDA Education Hub Kalujhinda, PO Mandhala Via Barotiwala, Baddi, Solan Distt Himachal Pradesh-174 103  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
606,Indus International Uniersity,"V.P.O. Bathu Tehsil Haroli Distt. Una,  Himachal Pradesh - 174301 ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
607,Jaypee University of Information Technology,"Distt. Solan  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
608,Maharaja Agrasen University,"Atal Shiksha Kunj, Kalujhanda, near Barotiwala, Tehsil-Baddi,  Distt. Sonal,  Himachal Pradesh - 174103 ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
609,Maharishi Markandeshwar University,"Kumarhatti, Sultanpur Road Solan  NULL,  Himachal Pradesh - 173 229 ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
610,Manav Bharti University,"Village - Laddo, Post Office Sultanpur, Tehsil & Distt,  Solan,  Himachal Pradesh -  ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
611,Shoolini University of Biotechnology and Management Sciences,"Solan  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
612,Sri Sai University,"Sungal, P.O.: Taragarh Palampur ,  Himachal Pradesh - 176081 ",Himachal Pradesh,State Private University,2020-02-23 11:27:02.440298
613,Manipur International University,"MIU Place, Ghari,Airport Road Imphal,  Manipur- 795140 ",Manipur,State Private University,2020-02-23 11:27:02.440298
614,Sangai International University,"Churachandpur  ,  Manipur-  ",Manipur,State Private University,2020-02-23 11:27:02.440298
615,Amity University ,"Amity House 14, Gopal Bari, Ajmer Road, Jaipur ,  Rajasthan- 302 006 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
616,Apex university ,"jaipur  ,  Rajasthan- 303002 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
617,Bhagwant University,"Sikar Road, Ajmer,  ,  Rajasthan- 305 004 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
618,Bhartiya Skill Development University,"Plot No. SI/INST/001, Social Infrastructure Zone,  Mahindra World City, Off Ajmer Road, Jaipur,  Rajasthan- 302037 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
619,Bhupal Nobles University,"Maharana Pratap Station Road Sevashram Circle, Udaipur,  Rajasthan- 313001 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
620,Career Point University,"Kota, Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
621,Dr K N Modi University,"Plot-No.INS-1, RIICO Industrial Area ph-II, Post Box No.01, Newai, Distt. Tonk, Rajasthan-304021,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
622,Geetanjali University,"Udaipur, Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
623,Homoeopathy University,"Saipura, Sanganer Jaipur ,  Rajasthan- 302029 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
624,ICFAI University,"Khasra No. 505/1   Village: Jamdoli, Agra Road Jaipur,  Rajasthan- 302 031 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
625,IIHMR University,"1, Prabhu Dayal Marg, Near Sanganer Airport Jaipur,  Rajasthan- 302029 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
626,J.E.C.R.C  University,"Plot No. IS-2036 to 2039 Ramchandrapura, Sitapura Industrial Area Extn Near Mahatma Gandhi Hospital, Vidhani Village, Jaipur,  Rajasthan- 303 905 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
627,Jagannath University,"Vill. Rampura  Teshil-Chaksu Jaipur,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
628,Jaipur National University,"Jaipur-Agra Bypass Near New RTO office, Jaipur Jagatpura,  Rajasthan- 302 017 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
629,Jayoti Vidyapeet Women's University,"Vedaant Gyan Valley  Village Jharna Mahila-Jobner Line Road Jabner, Jaipur-Ajmer Express Way, Jaipur,  Rajasthan- 303007 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
630,JK Lakshmipat University,"Laliya Ka Vas P.O. Mahapura, Ajmer Road Jaipur,  Rajasthan- 302026 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
631,Jodhpur National University,"Narnadi,Jhanwar Road,Boranada Jodhpur  ,  Rajasthan- 342 001 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
632,Lords University,"Alwar-Tijara-Delhi Highway, Chikani,  Alwar,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
633,Madhav University,"Madhav Hills, Opp. Banas Bridge Toll NH -14, Abu Road District - Sirohi,  Rajasthan- 307 026 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
634,Maharaj Vinayak Global University,"Dhand, Amer, Jaipur,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
635,"Maharishi Arvind University, Jaipur","Mundiaramsar,  Near Bindayaka Industrial Area, Jaipur,  Rajasthan- 302012 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
636,Mahatma Gandhi University of Medical Sciences & Technology,"RIICO Institutional Area, Sitapur , Tonk Road, Jaipur-302 022 Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
637,Mahatma Jyoti Rao Phoole University,"SP-2 & 3, Kant Kalwar, RIICO Industrial Area,  NH-8 Near Achrol, Jaipur ,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
638,Manipal University,"Dehmi-Kalan Jaipur-Ajmer Express Jaipur,  Rajasthan- 303007 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
639,Maulana Azad University,"Kamla Nehru Nagar Jodhpur ,  Rajasthan- 342 008 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
640,Mewar University,"NH - 79 Gangrar,Chittorgarh  ,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
641,Mody Institute of Education and Research ,"Lakshmangarh, Dist. Sikar,  Rajasthan ,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
642,Mody University of Science & Technology,"Laxmangarh District - Sikar Rajasthan,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
643,NIIT University,"N.H. 8, Delhi-Jaipur Highway Neemrana, Distt. Alwar,  Rajasthan- 301705 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
644,NIMS University,"Shobha Nagar, Jaipur-Delhi Highway  (NH-11C), Jaipur ,  Rajasthan- 303 121 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
645,OPJS University,"VPO – Rawatsar Kunjla Near Sankhu Fort  Jhunjhunu Road,  Rajasthan- Rajgarh (Sadulpur) Churu ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
646,Pacific Academy of Higher Education  & Research (PAHER),"Airport Road, Pratap Nagar Extension Debari, Udaipur NULL,  Rajasthan- 313 001 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
647,Pacific Medical University,"Bhilo ka Bedla, Byepass NH - 27, Udiapur ,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
648,Poornima University,", Ramchandrapura Sitapura Extension Jaipur, Rajasthan ,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
649,Pratap University,"Village-Sunderpura (Chandwaji) Ajmer, Delhi-Mumbai Highway Jaipur, Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
650,R.N.B. Global University,"RNB Global City  Ganganagar Road Bikaner,  Rajasthan- 334601 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
651,Raffles University,"Japanese Zone, NH-8 District : Alwar, Neemrana ,  Rajasthan- 201705 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
652,Sai Tirupati University,"Ambua Road Village Umarda, Girwa Udaipur,  Rajasthan- 313015 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
653,Sangam University,"NH-79, Bhilwara Chittor By-Pass Chittor Road, Bhilwara, Rajasthan ,  Rajasthan- 311 001 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
654,Shri Jagdish Prasad Jhabarmal Tibrewala University,"Vidyanagari, Churu Jhunjhunu Road Chudela, Distt.,-Jhunjhunu ,  Rajasthan- 333 001 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
655,Shri Kallaji Vedic Vishvavidyalaya,"Kamdhaj Nagar, Nimbahera, Chittorgarh,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
656,Shri Khushal Das University,"Suratgarh Road, Near Toll Plaza,  Hanumangarh Jn.,  Pilibangan,  Rajasthan- 335801 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
657,Shridhar University ,"Pilani-Chirawa Road,  Pilani ,  Rajasthan- 333 031  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
658,Shyam University,"Dehla-Didwana,  Lalsot,Distt- Dausa ,  Rajasthan- 303511 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
659,Singhania University,"Pacheri Bari, Distt. Jhunjhunu   ,  Rajasthan- 333 515 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
660,Sir Padmapat Singhania University,"Bhatewar, Udiapur  ,  Rajasthan- 313 601 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
661,Sunrise University,"Bagad Rajput Tech. Ramgarh, Alwar Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
662,Suresh Gyan Vihar University,"Mahal Jagatpura Jaipur ,  Rajasthan- 302 017 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
663,Tantia University,"Near RIICO Bus Stand Hanumangarh Road Sri Ganganagar,  Rajasthan- 335002 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
664,University of Engineering & Management,"Jaipur, Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
665,University of Technology,"Vatika, Tehsil-Sanganer, Jaipur,  Rajasthan-  ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
666,Vivekananda Global University,"Sector 36, Sisyawas, NRI Road Jagatpura Jaipur ,  Rajasthan- 303 012 ",Rajasthan,State Private University,2020-02-23 11:27:02.440298
667,Apex Professional University,"Pasighat, District East Siang  ,  Arunachal Pradesh -  ",Arunachal Pradesh,State Private University,2020-02-23 11:27:02.440298
668,Arunachal University of Studies,"NH-52, Namsai Distt., Namsai ,  Arunachal Pradesh - 792 103 ",Arunachal Pradesh,State Private University,2020-02-23 11:27:02.440298
669,Arunodaya University,"Lekhi Village, Naharlagun Itanagar,  Distt. Papum Pare,,  Arunachal Pradesh - 791109 ",Arunachal Pradesh,State Private University,2020-02-23 11:27:02.440298
670,Himalayan University,"401, Takar Complex, Nahalagun 401, Takar Complex, Naharlagun ,  Arunachal Pradesh - 791110 ",Arunachal Pradesh,State Private University,2020-02-23 11:27:02.440298
671,Indira Gandhi Technological and Medical Science University,"Ziro-791120, Arunachal Pradesh,India Arunachal Pradesh, India,  Arunachal Pradesh - 791120 ",Arunachal Pradesh,State Private University,2020-02-23 11:27:02.440298
672,North East Frontier Technical University,"Sibu-Puyi, Aalo (PO) West Siang (Distt.) ,  Arunachal Pradesh - 791001 ",Arunachal Pradesh,State Private University,2020-02-23 11:27:02.440298
673,The Global University,"Hollongi, Itanagar ,  Arunachal Pradesh -  ",Arunachal Pradesh,State Private University,2020-02-23 11:27:02.440298
674,Venkateshwara Open University,"Arunchal Law Academy Campus, Lekhi Village, Naharlagun, Distt. Papum Pare,Arunachal Pradesh,  Arunachal Pradesh - 791 110 ",Arunachal Pradesh,State Private University,2020-02-23 11:27:02.440298
675,AISECT University,"Infront of Gandhi Maidan,  Matwari, Distt.- Hazaribag Hazaribagh,  Jharkhand - 825301 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
676,Amity University,"Ranchi City Campus, Niwaranpur Adjoining Over Bridge,  Main Road, Ranchi,  Jharkhand - 834002 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
677,Arka Jain University,"Opp. To Kerala public School, Mohanpur, Gamharia, Dist. Seraikela Kharsawan,  Jharkhand - 832108 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
678,Capital University,"Ranchi-Patna Main Road, District-Koderma, ,  Jharkhand - 825410 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
679,Jharkhand Rai University,"Kamre, Ratu Road Ranchi,  Jharkhand - 835222 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
680,Netaji Subhas University,"Pokhari, PO-Bhilai Pahari, PS-MGM, Dist- East Singhbhum, Jamshedpur,  Jharkhand - 831012 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
681,Pragyan International University,"Bariatu Road, Booty More,P.O.-RMCH Ranchi,  Jharkhand - 834009 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
682,Radha Govind University,"Radha Govind Nagar Lalki Ghati, Ramgarh- ,  Jharkhand - 829122 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
683,Ram Krishna Dharmath Foundation University,"604, 5th Floor, Gopal Marketing Complex Near Argora Chouk Ranchi,  Jharkhand - 834002 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
684,Ramchandra Chandravansi University,"Nawadihkala,  PO & PS Bishrampur Palamu,  Jharkhand - 822132 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
685,Sai Nath University,"Jirawar, Chandway- Kuchhu Road, P.O. - Ormanjhi Dist. - Ranchi,  Jharkhand - 835219 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
686,Sarla Birla University,"Village-Ara, PO- Mahilong Ranchi-purulia Highway,  Ranchi,  Jharkhand - 835103 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
687,The Institute of Chartered Financial Analysts of India University,"Ashok Nagar, Between Road, No.-1 & 2 Ranchi ,  Jharkhand - 834 002 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
688,Usha Martin University,"12 Mile, Ranchi Khunti Road, NH-75, Ranchi,  Jharkhand - 835221 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
689,YBN University,"Panchwati South Railway Colony, Ranchi ,  Jharkhand - 834001 ",Jharkhand,State Private University,2020-02-23 11:27:02.440298
690,CMJ University,"G S Road, Jorabat Ri-Bhoi District Meghalay,  Meghalaya - 793101 ",Meghalaya,State Private University,2020-02-23 11:27:02.440298
691,Mahatama Gandhi University,"13th Mile, G S Road Kanapara,  Distt. Ri-Bhoi,  Meghalaya - 793101 ",Meghalaya,State Private University,2020-02-23 11:27:02.440298
692,Martin Luther Christian University,"Block-1, Dongktieh,  Nongrah, Shillong, Meghalaya,  Meghalaya - 793006 ",Meghalaya,State Private University,2020-02-23 11:27:02.440298
693,Techno Global University,"Shillong Polytechnic Campus Mawlai, Shillong ,  Meghalaya - 793 022 ",Meghalaya,State Private University,2020-02-23 11:27:02.440298
694,The Institute of Chartered Financial Analysts of India University,"4th Floor,Near Sundari Hotel Circular Rd,Tura Bazar ,  Meghalaya -  ",Meghalaya,State Private University,2020-02-23 11:27:02.440298
695,"University of Science & Technology, Meghalaya","Techno City,Kling Road  9th Mile, Baridua Dist. Ri-Bhoi,  Meghalaya - 793101 ",Meghalaya,State Private University,2020-02-23 11:27:02.440298
696,University of Technology & Management,"Bijni Complex (NEHU) Laitumkhrah, Shillong ,  Meghalaya - 793 001 ",Meghalaya,State Private University,2020-02-23 11:27:02.440298
697,William Carey University,"Nongmensong, Umkdait, Shillong,  Meghalaya - 793019 ",Meghalaya,State Private University,2020-02-23 11:27:02.440298
698,"Shri Ramasamy Memorial University, Sikkim","5th Mile, Tadong, Ranipool P.O. Gangtok,  Sikkim - 737102 ",Sikkim,State Private University,2020-02-23 11:27:02.440298
699,Sikkim Manipal University,"5TH Mile, Tadong, Gangtok East Sikkim ,  Sikkim - 737 102 ",Sikkim,State Private University,2020-02-23 11:27:02.440298
700,The Institute of Chartered Financial Analysts of India University,"(ICFAI), Sikkim Ranka Road, Lower Sichey Gangtok ,  Sikkim - 737 101 ",Sikkim,State Private University,2020-02-23 11:27:02.440298
701,Vinayaka Missions Sikkim University ,"NH 31-A Tadong, Gangtok, East Sikkim ,  Sikkim - 737 102 ",Sikkim,State Private University,2020-02-23 11:27:02.440298
702,Assam Don Bosco University,"Azara, Guwahati  ,  Assam - 781 017 ",Assam,State Private University,2020-02-23 11:27:02.440298
703,Assam Down Town University,"Sankar Madhab Path, Gandhi Nagar, Panikhaiti, Guwahati, Assam, India - 781026   ,  Assam -  ",Assam,State Private University,2020-02-23 11:27:02.440298
704,Krishnaguru Adhyatmik Visvavidyalaya,"Nasatra, Barpeta ,  Assam - 781307 ",Assam,State Private University,2020-02-23 11:27:02.440298
705,Mahapurusha Srimanta Sankaradeva Viswavidyalaya,"Haladhar Bhuyan Path Kalongpar Nagaon,  Assam - 782001 ",Assam,State Private University,2020-02-23 11:27:02.440298
706,The Assam Kaziranga University,"Jorhat, Assam  ,  Assam -  ",Assam,State Private University,2020-02-23 11:27:02.440298
707,The Assam Royal Global University,"Betkuchi,  Opp Tirupati Balaji Temple NH-37, Guwahati,  Assam - 781035 ",Assam,State Private University,2020-02-23 11:27:02.440298
708,Adichunchanagiri University,"B G Nagara  NH-75, Tq- Nagamangala, Dist- Mandya,  Karnataka - 571448 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
709,Alliance University,"Chikkahagada Cross, Chandapura- Anekal Main Road, Bangalore ,  Karnataka - 562106 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
710,Azim Premji University,"PIXEL ‘B’ BLOCK, PES COLLEGE SOUTH CAMPUS HOSUR MAIN ROAD, ELECTRONICS CITY BENGALURU ,  Karnataka - 560100 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
711,CMR University,"2,3rd, 'C' Cross, 6th Main Road, IInd Block, HRBR Layout, Kalyan Nagar, Bangolare,  Karnataka - 560 043 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
712,Dayananda Sagar University,"Shavige Malleshwara Hills Kumaraswamy Layout, Banglore Karnataka,  Karnataka - 560078 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
713,Garden City University,"GCC House, #340, 5th Main, Indiranagar Double Road,, 1st Stage, Indiranagar, Banglore ,  Karnataka - 560038 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
714,Institute of Trans-Disciplinary Health Sciences and Technology,"74/2, Jarakabande Kaval, Yelahanka, Via Attur Post Banglore,  Karnataka - 560064 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
715,JSS Science & Technology University,"JSS Technical Institutions Campus Mysuru ,  Karnataka - 570006 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
716,Khaja Bandanawaz University,"Admin Block,  Rauza-i Buzurg, Kalaburagi,  Karnataka - 585104 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
717,KLE Technological University,"B.V. Bhoomarddi College Campus, Vidyanagar, Hubballi,  Karnataka - 580031 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
718,M.S. Ramaiah University of Applied Sciences,"University House, Gnanagangothri Campus, New BEL Road M S R Nagar, Bangalore ,  Karnataka - 560 054 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
719,PES University,"100 Feet Ring Road, BSK III Stage, Bangalore  ,  Karnataka - 560 085 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
720,Presidency  University,"Itgalpur, Rajanakunte Bangaluru,  Karnataka - 560064 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
721,Rai Technology University,"Doddaballapur Nelmangala Road SH-74, Off Highway 207, Doddaballapur Taluk, Bangalore,  Karnataka - 561204 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
722,Reva University,"Rukmani knowledge park, Kattigenahalli Yelahanka,Bangalore ,  Karnataka - 560064 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
723,Sharnbasva University,"Kalaburgi  (Gulbarga) ,  Karnataka - 585103 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
724,Shri Dharmasthala Manjunatheshwara University,"6th Floor, Manjushree Building, SDM College of Medical Sciences & Hospital Campus Sattur, Dharwad,  Karnataka - 580009 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
725,Sri Sathya Sai University for Human Excellence,"Sri Sathya Sai Vidyaniketanam Campus, Navanihala, Post-Okali, Taluk-Kamalpur, Dist- Kalburagi,  Karnataka - 585313 ",Karnataka,State Private University,2020-02-23 11:27:02.440298
726,Srinivas University,"Srinivas Group of Colleges  Campus, Srinivas Nagar, Mukka, Surathkal Mangalore,  Karnataka - 574146. ",Karnataka,State Private University,2020-02-23 11:27:02.440298
727,The Institute of Chartered Financial Analysts of India University,"Salem Veng, Chaltlang, Aizawal Mizoram ,  Mizoram - 796 025  ",Mizoram,State Private University,2020-02-23 11:27:02.440298
728,ICFAI University,"Agartala Simna Road PO Kamalghat, West Tripura,  Tripura - 799 210 ",Tripura,State Private University,2020-02-23 11:27:02.440298
729,Al-Karim University,"Near Katihar-Purnea Road Sirsa, Karim Bagh Katihar,  Bihar - 854106 ",Bihar,State Private University,2020-02-23 11:27:02.440298
730,Amity University,"Rupaspur, Bailey Road Patna ,  Bihar - 801503 ",Bihar,State Private University,2020-02-23 11:27:02.440298
731,Dr C. V. Raman University,"Block-Bhagwanpur, NH-77 (Patna-Muzaffarpur Highway) Distt.- Vaishali,  Bihar - 844114 ",Bihar,State Private University,2020-02-23 11:27:02.440298
732,Gopal Narayan Singh University,"Jamuhar, PO-Jamuhar, Dist-Rohtas ,  Bihar - 821305 ",Bihar,State Private University,2020-02-23 11:27:02.440298
733,K K University,"Berauti, Nepura Biharsharif,  Nalanda,  Bihar - 803115 ",Bihar,State Private University,2020-02-23 11:27:02.440298
734,Mata Gujri University,"Purabpali Roa, Kishangunj ,  Bihar - 855107 ",Bihar,State Private University,2020-02-23 11:27:02.440298
735,Sandip University,"Vill - Sijoul, Dist.-Madhubani ,  Bihar - 847235 ",Bihar,State Private University,2020-02-23 11:27:02.440298
736,AAFT University of Media and Arts,"Vill-Maath, Tehsil-Tilda, Dist-Raipur,  Chhattisgarh-  ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
737,Amity University,"Village Manth, Tehsil- Tilda, Dist.- Raipur ,  Chhattisgarh-  ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
738,Dr. C.V. Raman University,"Kargi Road, Kota Bilaspur ,  Chhattisgarh-  ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
739,ICFAI University,"NH-6, Raipur-Bhilai Road Gram-Chorha, Rl Circle Ahiwara, Dhamdha, Distt: Durg Chhattisgarh  ,  Chhattisgarh-  ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
740,ISBM University,"Vill-Nawapara (Kosmi) Block, Tehsil-Chhura, Dist-Gariyaband,  Chhattisgarh- 493996 ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
741,ITM University,"Uparwara, Teh.- Abhanpur Naya Raipur,  Distt. Raipur ,  Chhattisgarh- 493 661 ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
742,K. K. Modi University,"Khasra No. 72,73,75,217 & 220, Village Mehmara,  Jalbandha(Rasmada) Road,Distt. -Durg,  Chhattisgarh- 491001 ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
743,Kalinga University,"Village : Kotni, Post : Palaud   Thasil : Aarang,  Naya Raipur ,  Chhattisgarh- 492 101  ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
744,Maharishi University of Management and Technology,"Maharishi Road, Post Box No. - 10,  Mangla, Bilaspur  ,  Chhattisgarh- 495 001 ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
745,MATS University ,"Arang Kharora   District :  Raipur ,  Chhattisgarh-  ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
746,O.P. Jindal University,"Knowledge Park  Gharghoda Road  Punjipathra, Raigarh,  Chhattisgarh- 496109 ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
747,Shri Rawatpura Sarkar University,"Near Shadani Darbar, Vill-Dhaneli, Post Office- Mana, Dhamtari Road, Raipur,  Chhattisgarh-  ",Chhattisgarh,State Private University,2020-02-23 11:27:02.440298
748,ICFAI University,"6th Mile, Sovima Village Kohima Road, Dimapur,  Nagaland - 797112 ",Nagaland,State Private University,2020-02-23 11:27:02.440298
749,St. Joseph University,"Virgin Town, Khekiho-Zhimomi Road Ikishe Model Village, Ps- Diphupar, Dimapur,  Nagaland - 797115 ",Nagaland,State Private University,2020-02-23 11:27:02.440298
750,The Global Open University,"Headquarter - Dimapur Sodzulhou Village, PO-ARTC NH-29, Dimapur,  Nagaland - 797115 ",Nagaland,State Private University,2020-02-23 11:27:02.440298
