,UniversityName,Address,State,Type
725,Rai Technology University,"Doddaballapur Nelmangala Road SH-74, Off Highway 207, Doddaballapur Taluk, Bangalore,  Karnataka - 561204 ",Karnataka,State Private University
726,Reva University,"Rukmani knowledge park, Kattigenahalli Yelahanka,Bangalore ,  Karnataka - 560064 ",Karnataka,State Private University
727,Sharnbasva University,"Kalaburgi  (Gulbarga) ,  Karnataka - 585103 ",Karnataka,State Private University
728,Shri Dharmasthala Manjunatheshwara University,"6th Floor, Manjushree Building, SDM College of Medical Sciences & Hospital Campus Sattur, Dharwad,  Karnataka - 580009 ",Karnataka,State Private University
729,Sri Sathya Sai University for Human Excellence,"Sri Sathya Sai Vidyaniketanam Campus, Navanihala, Post-Okali, Taluk-Kamalpur, Dist- Kalburagi,  Karnataka - 585313 ",Karnataka,State Private University
730,Srinivas University,"Srinivas Group of Colleges  Campus, Srinivas Nagar, Mukka, Surathkal Mangalore,  Karnataka - 574146. ",Karnataka,State Private University
731,The Institute of Chartered Financial Analysts of India University,"Salem Veng, Chaltlang, Aizawal Mizoram ,  Mizoram - 796 025  ",Mizoram,State Private University
732,ICFAI University,"Agartala Simna Road PO Kamalghat, West Tripura,  Tripura - 799 210 ",Tripura,State Private University
733,Al-Karim University,"Near Katihar-Purnea Road Sirsa, Karim Bagh Katihar,  Bihar - 854106 ",Bihar,State Private University
734,Amity University,"Rupaspur, Bailey Road Patna ,  Bihar - 801503 ",Bihar,State Private University
735,Dr C. V. Raman University,"Block-Bhagwanpur, NH-77 (Patna-Muzaffarpur Highway) Distt.- Vaishali,  Bihar - 844114 ",Bihar,State Private University
736,Gopal Narayan Singh University,"Jamuhar, PO-Jamuhar, Dist-Rohtas ,  Bihar - 821305 ",Bihar,State Private University
737,K K University,"Berauti, Nepura Biharsharif,  Nalanda,  Bihar - 803115 ",Bihar,State Private University
738,Mata Gujri University,"Purabpali Roa, Kishangunj ,  Bihar - 855107 ",Bihar,State Private University
739,Sandip University,"Vill - Sijoul, Dist.-Madhubani ,  Bihar - 847235 ",Bihar,State Private University
740,AAFT University of Media and Arts,"Vill-Maath, Tehsil-Tilda, Dist-Raipur,  Chhattisgarh-  ",Chhattisgarh,State Private University
741,Amity University,"Village Manth, Tehsil- Tilda, Dist.- Raipur ,  Chhattisgarh-  ",Chhattisgarh,State Private University
742,Dr. C.V. Raman University,"Kargi Road, Kota Bilaspur ,  Chhattisgarh-  ",Chhattisgarh,State Private University
743,ICFAI University,"NH-6, Raipur-Bhilai Road Gram-Chorha, Rl Circle Ahiwara, Dhamdha, Distt: Durg Chhattisgarh  ,  Chhattisgarh-  ",Chhattisgarh,State Private University
744,ISBM University,"Vill-Nawapara (Kosmi) Block, Tehsil-Chhura, Dist-Gariyaband,  Chhattisgarh- 493996 ",Chhattisgarh,State Private University
745,ITM University,"Uparwara, Teh.- Abhanpur Naya Raipur,  Distt. Raipur ,  Chhattisgarh- 493 661 ",Chhattisgarh,State Private University
746,K. K. Modi University,"Khasra No. 72,73,75,217 & 220, Village Mehmara,  Jalbandha(Rasmada) Road,Distt. -Durg,  Chhattisgarh- 491001 ",Chhattisgarh,State Private University
747,Kalinga University,"Village : Kotni, Post : Palaud   Thasil : Aarang,  Naya Raipur ,  Chhattisgarh- 492 101  ",Chhattisgarh,State Private University
748,Maharishi University of Management and Technology,"Maharishi Road, Post Box No. - 10,  Mangla, Bilaspur  ,  Chhattisgarh- 495 001 ",Chhattisgarh,State Private University
749,MATS University ,"Arang Kharora   District :  Raipur ,  Chhattisgarh-  ",Chhattisgarh,State Private University
750,O.P. Jindal University,"Knowledge Park  Gharghoda Road  Punjipathra, Raigarh,  Chhattisgarh- 496109 ",Chhattisgarh,State Private University
751,Shri Rawatpura Sarkar University,"Near Shadani Darbar, Vill-Dhaneli, Post Office- Mana, Dhamtari Road, Raipur,  Chhattisgarh-  ",Chhattisgarh,State Private University
752,ICFAI University,"6th Mile, Sovima Village Kohima Road, Dimapur,  Nagaland - 797112 ",Nagaland,State Private University
753,St. Joseph University,"Virgin Town, Khekiho-Zhimomi Road Ikishe Model Village, Ps- Diphupar, Dimapur,  Nagaland - 797115 ",Nagaland,State Private University
754,The Global Open University,"Headquarter - Dimapur Sodzulhou Village, PO-ARTC NH-29, Dimapur,  Nagaland - 797115 ",Nagaland,State Private University
755,AMITY University ,"Uttar Pradesh Gautam Budh Nagar ,  Uttar Pradesh -  ",Uttar Pradesh,State Private University
756,Babu Banarasi Das University,"55, Babu Banarasi Das Nagar Lucknow ,  Uttar Pradesh -  ",Uttar Pradesh,State Private University
757,Bareilly International University,"Rohilkhand Medical College Campus Pilibhit Bypass Road Bareilly,  Uttar Pradesh - 243006 ",Uttar Pradesh,State Private University
758,Bennett University,"Plot No.8-11, TechZone II, Greater Noida,  Uttar Pradesh - 201 310 ",Uttar Pradesh,State Private University
759,Dr. Ram Manohar Lohia Institute of Medical Sciences,"Vibhuti Khand, Gomti Nagar, Lucknow,  Uttar Pradesh - 226010 ",Uttar Pradesh,State Private University
760,Era University,"Sarfarazganj Hardoi Road Lucknow,  Uttar Pradesh - 226003 ",Uttar Pradesh,State Private University
761,G L A University,"17 km. Stone, NH#2, Mathura-Delhi Highway, Po-Chaumuhan, Mathura ,  Uttar Pradesh - 281 406  ",Uttar Pradesh,State Private University
762,Galgotias University,"Plot No.2 Sec 17-A Yamuna Expressway  Gautam Budh Nagar,  Uttar Pradesh -  ",Uttar Pradesh,State Private University
763,IFTM University,"Lodhipur Rajput ,delhi Road Moradabad-244 102 ,  Uttar Pradesh - 244 102 ",Uttar Pradesh,State Private University
764,IIMT University,"""O"" Pocket, Ganga Nagar Mawana Road Meerut,  Uttar Pradesh - 250001 ",Uttar Pradesh,State Private University
765,Integral University ," Dasauli, P.O. Bas-ha Kursi Road Lucknow  ,  Uttar Pradesh - 226 026 ",Uttar Pradesh,State Private University
766,Invertis University,"Invertis Village, Bareily-Lucknow National Highway -24, Bareily, U.P. NULL,  Uttar Pradesh -  ",Uttar Pradesh,State Private University
767,J.S. University,"Shikohabad Firozabad Uttar pradesh,  Uttar Pradesh - 283135 ",Uttar Pradesh,State Private University
768,Jagadgura Rambhadracharya Handicapped University,"Chitrakoot, Karwi   ,  Uttar Pradesh - 210 204 ",Uttar Pradesh,State Private University
769,Jaypee University,"Aligarh Road, Anoopshahar Dist. Bulandshahar ,  Uttar Pradesh - 203 390 ",Uttar Pradesh,State Private University
770,Maharishi University of Information Technology,"Maharishi Bal Vidya Mandir & University Campus Sitapur Road, Post-Diburia Lucknow,  Uttar Pradesh - 226020 ",Uttar Pradesh,State Private University
771,Mangalayatan University,"Extended NCR, 33rd Milestone Mathura-Aligarh Highway Beswan Aligarh,  Uttar Pradesh - 202 145 ",Uttar Pradesh,State Private University
772,Mohammad Ali Jauhar University,"Jauhar Nagar,Post Sigan Khera Block Saidnagar, Distt. Rampur ,  Uttar Pradesh - 244 901 ",Uttar Pradesh,State Private University
773,Monad University ,"Monad University Campus. N.H. 24, Delhi Hapur Road Village & Post Kastla, Kasmabad, P.O Pilakhwa, Dist. Hapur   Pilkhuwa, Distt. Hapur,  Uttar Pradesh - 245101 ",Uttar Pradesh,State Private University
774,Noida International University,"Plot 1, Sector-17 A, Greater Noida, Gautam Budh Nagar,  Uttar Pradesh - 203201 ",Uttar Pradesh,State Private University
775,Rama University,"Rama City, G.T. Road Mandhana, Kanpur ,  Uttar Pradesh - 209 217 ",Uttar Pradesh,State Private University
776,Sanskriti University,"28 K.M. Stone, Mathura-Delhi Highway, Chhata, Mathura,  Uttar Pradesh -  ",Uttar Pradesh,State Private University
777,Sharda University,"Gautam Budh Nagar Grerater Noida ,  Uttar Pradesh -  ",Uttar Pradesh,State Private University
778,Shiv Nadar University,"Village Chithera Tehsil Dadri Distt. Gautam Budh Nagar ,  Uttar Pradesh - 203207 ",Uttar Pradesh,State Private University
779,Shobhit University,"Adarsh Institutional Area Babu Vijendra Marg Gangoh, Distt.- Saharanpur,  Uttar Pradesh - 247 341 ",Uttar Pradesh,State Private University
780,Shri Ramswaroop Memorial University,"Vill-Hadauri, Post-Tindola, Lucknow-Deva Road, Barabanki,,  Uttar Pradesh - 225003 ",Uttar Pradesh,State Private University
781,Shri Venkateshwara University,"NH-24, Vankateshwara Nagar, Rajabpur  Gajraula, Distt:- Amroha,,  Uttar Pradesh - 244 236 ",Uttar Pradesh,State Private University
782,Swami Vivekananda Subharti University,"Delhi - Haridwar Subhartipuram, NH-58, Delhi-Haridwar  Bypass Road, Meerut ,  Uttar Pradesh - 250 005 ",Uttar Pradesh,State Private University
783,Teerthanker Mahaveer University,"Delhi Road, Moradabad  ,  Uttar Pradesh - 244001 ",Uttar Pradesh,State Private University
784,The Glocal University,"Delhi-Yamunotri Marg (State Highway-57) Mirzapur Pole, Saharanpur Uttar Pradesh,  Uttar Pradesh - 247121 ",Uttar Pradesh,State Private University
785,Ahmedabad University ,"Navrangpura  Ahmedabad ,  Gujarat - 380 009 ",Gujarat,State Private University
786,Anant National University,"Sanskardham Campus, Bhopal-Ghuma-Sanand Road Ahmedabad,  Gujarat - 382115 ",Gujarat,State Private University
787,Atmiya University,"Yogidham Gurukul Kalawad Road  Rajkot,  Gujarat - 360005 ",Gujarat,State Private University
788,AURO University of Hospitality and Management,"Earthspace, Hazira Road Opposite ONGC,  Surat, Gujarat.,  Gujarat - 394510 ",Gujarat,State Private University
789,Bhagwan Mahavir University,"VIP Road, Vesu, Surat ,  Gujarat -  ",Gujarat,State Private University
790,Bhaikaka University,"Gokal Nagar, Karamsad ,  Gujarat - 388325 ",Gujarat,State Private University
791,C. U. Shah University,"Surendranagar- Ahmedabad Highway Nr. Kothariya Village, Wadhwan City Surendranagar,  Gujarat - 363030 ",Gujarat,State Private University
792,Calorx Teacher's University ,"Greenwood, Nr, Vaishnodevi Circle Sardar patel Ring Road, Oganj PO. Chandlodia, Ahmedabad,  Gujarat - 382481 ",Gujarat,State Private University
793,CEPT University ,"University Road Navrangpura,Ahmedabad-380009 ,  Gujarat -  ",Gujarat,State Private University
794,Charotar University of Science & Technology,"CHARUSAT Campus, At Changa, Taluka Petlad, District Anand,  Gujarat - 388421 ",Gujarat,State Private University
795,Dhirubhai Ambani Institute of Information and Communication Technology ,"Near Indroda Circle Gandhinagar  ,  Gujarat - 382 007 ",Gujarat,State Private University
796,G.L.S. University,"Gujarat Law Society Campus Opp. Law Garden Ellisbridge, Ahmedabad,  Gujarat - 380006 ",Gujarat,State Private University
797,Ganpat University ,"Ganpat Vidyanagar, Mehsana Goazaria Highway District Mehsana,  Gujarat - 382 711 ",Gujarat,State Private University
798,Gokul Global University,"Gokul Educational Campus Near G. R. S. L., Sujanpur Patia Sidhpur, Dist- Patan,  Gujarat -  ",Gujarat,State Private University
799,GSFC University,"Vigyan Bhavan PO Fertilizernagar Dist. Vadodara,  Gujarat - 391750 ",Gujarat,State Private University
800,Gujarat Maritime University,"Sagar Bhavan, Ground Floor,Sector-10-A, Opp. Air Force Centre, CHH Road, Gandhinagar,  Gujarat - 382010 ",Gujarat,State Private University
801,Indian Institute of Public Health,"Opposite Air-Force Headquarters Gandhinagar Near Lekawada Bus Stop, Gandhinagar-Chiloda road CRPF, P. O. Lekawada, Gandhinagar,  Gujarat - 382042 ",Gujarat,State Private University
802,Indrashil University,"P. O. Rajpur, Kadi, Mehsana,  Gujarat - 382740 ",Gujarat,State Private University
803,Indus University,"Indus Campus Rancharda, Via-Thaltej Ahmedabad,  Gujarat - 382 115 ",Gujarat,State Private University
804,Institute of Advanced Research,"Institutional Area, Koba, Gandhinagar,  Gujarat - 382007 ",Gujarat,State Private University
805,ITM (SLS) Baroda University,"Paldi, Near Jarod, Vododara-Halol Highwary, Vadodara,  Gujarat -  ",Gujarat,State Private University
806,ITM Vocational University,"Plot No. 6512, Ajwa Nimeta Road, Raaval Taluka Waghodia, Vadodara,  Gujarat -  ",Gujarat,State Private University
807,J.G. University,"Uvarsad, Distt- Gandhinagar ,  Gujarat -  ",Gujarat,State Private University
808,Kadi  Sarva Vishwavidyalaya," Sarva  Vidyalaya Campus Sector 15/23, Gandhinagar ,  Gujarat -  ",Gujarat,State Private University
809,Karnavati University,"907/A, Uvarsad Ghandhinagar, ,  Gujarat - 382422 ",Gujarat,State Private University
810,Lakulish Yoga University,"Lotus View, Opp. Nirma University, S.G. Highway, Chharodi, Ahmedabad,  Gujarat - 382481 ",Gujarat,State Private University
811,Marwadi University,"Rajkot-Morbi Highway,  Rajkot ,  Gujarat - 360003 ",Gujarat,State Private University
812,Navrachana University,"Vasna Bhayli Road Vadodara Gujarat,  Gujarat - 391 410 ",Gujarat,State Private University
813,Nirma University,"Sarkhej,Gandhinagar Highway Village - Chharodi Ahmedabad,  Gujarat -  ",Gujarat,State Private University
814,P. P. Savani University,"NH 8, GETCO, Near Biltech Village: Dhamdod, Kosamba, Ta.: Mangrol, Dist.: Surat,  Gujarat - 394125 ",Gujarat,State Private University
815,Pandit Deendayal petroleum University,"At Raisan, Dist.Gandhinagar  ,  Gujarat -  ",Gujarat,State Private University
816,Parul University,"PO Limda Tal - Waghodia Dist. Vadodara,  Gujarat - 391760 ",Gujarat,State Private University
817,Plastindia International University,"Dungra, GIDC, Vapi,  Dist-Valsad,  Gujarat - 396195 ",Gujarat,State Private University
818,Rai University,"Saroda, Dholka Taluka  Ahmedabad, Gujarat  ,  Gujarat - 382 260 ",Gujarat,State Private University
819,RK University,"Rajkot-Bhavnagar Highway Kasturbadham Rajkot ,  Gujarat - 360 020 ",Gujarat,State Private University
820,Sankalchand Patel University,"Sankalchand Patel vidyadham, Visnagar-384315 Gujarat,  Gujarat - 384315 ",Gujarat,State Private University
821,Shreyarth University,"C/o Gujarat Samachar Bhavan, Khanpur, Ahmedabad,  Gujarat - 380001 ",Gujarat,State Private University
822,Silver Oak University,"S.G. Highway, Gota, Ahmedabad,  Gujarat - 382481 ",Gujarat,State Private University
823,Swarnim Startup & Innovation University,"Bhoyan Rathod, Opp. IFFCO, Adalaj-Sertha Road, Gandhinagar,  Gujarat - 382420 ",Gujarat,State Private University
824,Team Lease Skills University,"Tarsali-Vadodara Road Tarsali Bypass, Vadodara ,  Gujarat - 390 009 ",Gujarat,State Private University
825,The Charutar Vidya Mandal(CVM) University,"Opposite Shastri Maidan, Besides BVM College, Vallabh Vidyanagar, Distt.- Anand,,  Gujarat -  ",Gujarat,State Private University
826,UKA Tarsadia University,"Maliba Campus, Gopal Vidyanagar Baroli-Mahuva Road Dist. Surat, Gujarat  ,  Gujarat - 394 350 ",Gujarat,State Private University
827,A.K.S. University ,"Satna, Madhya Pradesh  ,  Madhya Pradesh -  ",Madhya Pradesh,State Private University
828,Amity University,"Maharajpura (Opposite Airport) Gwalior  ,  Madhya Pradesh - 474 005 ",Madhya Pradesh,State Private University
829,Avantika University,"Vishwanathpuram, Lekoda Village Ujjain,  Madhya Pradesh - 456006 ",Madhya Pradesh,State Private University
830,Bhabha University,"NH-12, Hoshangabad,  Jatkhedi,  Bhopal,  Madhya Pradesh - 462026 ",Madhya Pradesh,State Private University
831,Dr C V Raman University,"Khandwa-Indore Road Post-Chhaigaon Makhan Khandwa,  Madhya Pradesh - 450771 ",Madhya Pradesh,State Private University
832,Dr. A.P.J Abdul Kalam University,"Indore-Dewas Bypass Road Village- Arandia,  Post- Jhalaria,Indore,  Madhya Pradesh - 452016 ",Madhya Pradesh,State Private University
833,G.H Raisoni University,"Vill-Saikheda,Dhoda Borgaon, Tah-Saunsar, Dist-Chhindwara,  Madhya Pradesh -  ",Madhya Pradesh,State Private University
834,I.E.S. University,"IES Campus  Ratibad Main Road Bhopal,  Madhya Pradesh - 462044 ",Madhya Pradesh,State Private University
835,ITM University,"Opp. Sithouli Rly. Station NH-75, Jhansi Road Gwalior,  Madhya Pradesh - 474001 ",Madhya Pradesh,State Private University
836,Jagran Lakecity University,"Gram Panchayat Mugaliya Chhap Tehsil Huzur, Bhopal ,  Madhya Pradesh - 462044 ",Madhya Pradesh,State Private University
837,Jaypee University of Engineering & Technology,"AB Road Raghogarh Distt, Guna,  Madhya Pradesh -  ",Madhya Pradesh,State Private University
838,LNCT University,"JK Town Sarvadharam C sector, Kolar Road, Bhopal,  Madhya Pradesh - 462024 ",Madhya Pradesh,State Private University
839,Madhyanchal Professional University,"Patel Group of Institutions Campus,  Ratibad, Bhopal ,  Madhya Pradesh - 462044 ",Madhya Pradesh,State Private University
840,Maharishi Mahesh Yogi Vedic Vishwavidyalaya,"Jabalpur  ,  Madhya Pradesh - 482001 ",Madhya Pradesh,State Private University
841,Malwanchal University,"Index City,NH-59A, Nemawar Road, Near Khundel, District-Indore,  Madhya Pradesh - 452016 ",Madhya Pradesh,State Private University
842,Mandsaur University,"By-pass Square, Rewas Dewda Road Sh-31, Mandsaur,  Madhya Pradesh - 458001 ",Madhya Pradesh,State Private University
843,Mangalayatan University,"NH-30, Mandla Road, Near Shrda Devi Mandir, Richai-Barela, Jabalpur,  Madhya Pradesh - 483001 ",Madhya Pradesh,State Private University
844,Mansarovar Global University,"Village Gadia and Ratnakhedi, Block-Bilkisganj Sehore,  Madhya Pradesh -  ",Madhya Pradesh,State Private University
845,Medi-Caps University,"A B Road,  Pigdamber, Rau Indore,  Madhya Pradesh - 453331 ",Madhya Pradesh,State Private University
846,Oriental University,"Opp. Rewati Range Gate No.01  Post Aurobindo, Sanwer Road, Jakhya, Indore ,  Madhya Pradesh - 453 555 ",Madhya Pradesh,State Private University
847,P.K. University,"Village - Thanara,Teh - Karera, NH-27, Shivpuri District - Shivpuri,  Madhya Pradesh - 473551 ",Madhya Pradesh,State Private University
848,People's University,"Bhanpur , Bhopal Madhya Pradesh-462037  ,  Madhya Pradesh -  ",Madhya Pradesh,State Private University
849,Rabindranath Tagore University (formerly known as AISECT University),"Chiklod Road, Near Bangrasia Chouraha Bhopal  ,  Madhya Pradesh - 462047 ",Madhya Pradesh,State Private University
850,Renaissance University,"Survey Number-34/2, 51/1/1 Gram Reoti, Sanwer Road, Behind Aurobindo Hospital, Indore,  Madhya Pradesh - 452015 ",Madhya Pradesh,State Private University
851,RKDF University,"Airport By Pass Road Gandhi Nagar Bhopal,  Madhya Pradesh -  ",Madhya Pradesh,State Private University
852,Sage University,"Kailod Kartal, Indore-Dewas Bypass Road, Rau, Indore,  Madhya Pradesh - 452020 ",Madhya Pradesh,State Private University
853,SAM Global University,"Agariya Chopda, Bilkhiriya, Bhopal,  Madhya Pradesh -  ",Madhya Pradesh,State Private University
854,Sardar Patel University,"Sardar Patel Knowledge City Waraseoni Road, Dongariya Balaghat,  Madhya Pradesh -  ",Madhya Pradesh,State Private University
855,Sarvepalli Radhakrishnan University,"NH-12, Hoshangabad Road Jatkhedi, Bhopal,  Madhya Pradesh -  ",Madhya Pradesh,State Private University
856,Shri Krishna University,"NH-86, Village Chowka, Sagar Road, Chhatarpur,  Madhya Pradesh - 471001 ",Madhya Pradesh,State Private University
857,Shri Vaishnav Vidyapeeth Vishwavidyalaya,"Sanwer Road Indore Madhya Pradesh,  Madhya Pradesh - 453111 ",Madhya Pradesh,State Private University
858,Sri Satya Sai University of Technology & Medical Sciences,"Bhopal - Indore Road Opposite Pachama Oil Fed Plant Pachama Sehore,  Madhya Pradesh - 466001 ",Madhya Pradesh,State Private University
859,Swami Vivekanand University,"N.H.26, Narsingpur Road, Sironja Sagar ,  Madhya Pradesh - 470 228 ",Madhya Pradesh,State Private University
860,Symbiosis University of Applied Sciences (SUAS),"Bada Bangadda,  Super Corridor, Indore,  Madhya Pradesh - 452001 ",Madhya Pradesh,State Private University
861,Techno Global University,"Lateri Road Sirouj (Near Gosala) Distt. Vidisha,  Madhya Pradesh - 464228 ",Madhya Pradesh,State Private University
862,VIT Bhopal University,"Indore National Highway, Kothrikalan, Sehore, Bhopal,  Madhya Pradesh - 466114 ",Madhya Pradesh,State Private University
863,AIPH University,"Pahala,  On Bhubneshwar-Cuttack Road, NH-5 Bhubneshwar,  Orissa - 752101 ",Orissa,State Private University
864,ASBM University,"Shiksha Vihar, PO-Bhola, Chandaka, Dist-Khurdha, Bhubaneswar,  Orissa - 754012 ",Orissa,State Private University
865,Birla Global University,"IDCO Plot No-2 Institutional Area,VIII-Gothapatna, P.S-Chandaka,Bhubaneswar,  Orissa - 751029 ",Orissa,State Private University
866,C V Raman Global University,"Bhubneswar  ,  Orissa - 752054 ",Orissa,State Private University
867,Centurion  University  of Technolgy and Management,"Village Alluri Nagar Via-Uppalada, Paralakhemundi NULL,  Orissa - 761 211 ",Orissa,State Private University
868,Gandhi Institute of Engineering & Technology University.,"Gunupur, Distt. Rayagada, Odisha,  Orissa - 765022 ",Orissa,State Private University
869,Sri Sri University,"Sri Sri Vihar, Vidyadharpur Arilo,  Godi Sahi, Ward No. 3 Cuttack  Odisha.,  Orissa - 754006 ",Orissa,State Private University
870,Xavier university,"Bhubaneswar  ,  Orissa -  - 751013 ",Orissa,State Private University
871,Bhagwant Global University,"Village & Post- Uttari Jhandi Chaur Tehsil- Kotdwar, Distt.- Pauri Garhwal ,  Uttarakhand - 246149 ",Uttarakhand,State Private University
872,Dev Sanakrit Vishwavidyalaya,"Gayatrikunj Shantikunj Haridwar,  Uttarakhand -  ",Uttarakhand,State Private University
873,DIT University,"Mussourie-Diversion Road Makkawala, Dehradun ,  Uttarakhand - 248009 ",Uttarakhand,State Private University
874,Graphic Era Hill University,"600, Bell Road, Clement Town  Dehradun (Main campus at Dehradun,  Second campus at Garhwal Region (Belkhet Gram, District Pauri Garwal) and Third campus at Bhimtal Area of District Nanital, Dehradun (Uttarakhand),  Uttarakhand - 248 002 ",Uttarakhand,State Private University
875,Himalayan Garhwal University,"Dhaid Gaon, Shiv Nagar Block Pokhra Distt. Pauri Garhwal,  Uttarakhand - 246169 ",Uttarakhand,State Private University
876,Himalayiya University,"Headquater Fatehpur Tanda, Jeevanwala, Via Doiwala,  Dehradun, Uttarakhand,  Uttarakhand - 248140 ",Uttarakhand,State Private University
877,Himgiri Zee University,"Dehradun  ,  Uttarakhand -  ",Uttarakhand,State Private University
878,IMS Unison University,"Makkawala Greens, Mussorie Diversion Road, Dehradun ,  Uttarakhand - 248009 ",Uttarakhand,State Private University
879,Motherhood University,"Village- Karondi post - Bhagwanpur Roorkee, Distt. Hardwar,  Uttarakhand -  ",Uttarakhand,State Private University
880,Quantum University,"Mandawar (22 km Milestone), Roorkee-Dehradun highway (NH-73) Roorkee,  Uttarakhand - 247167 ",Uttarakhand,State Private University
881,Ras Bihari Bose Subharti university,"Subhartipuram Kotda Santaur, Aamwala Road, P.O.- Chandanwadi, Nanda ki Chowki, Prem Nagar, Dehradun,  Uttarakhand - 248007 ",Uttarakhand,State Private University
882,Sardar Bhagwan Singh University,"Balawala Dehradun Uttarakhand,  Uttarakhand - 248161 ",Uttarakhand,State Private University
883,Shri Guru Ram Rai University,"Patel Nagar Dehradun ,  Uttarakhand -  ",Uttarakhand,State Private University
884,Swami Rama Himalayan University,"Swami Ram Nagar  PO-Doiwala, Dehradun ,  Uttarakhand -  ",Uttarakhand,State Private University
885,The ICFAI University,"Central Hope Town, Rajawala Road, Selaqui, Dehradun,  Uttarakhand - 248 197 ",Uttarakhand,State Private University
886,University of Patanjali ,"Mahrish Dayanad Gram,Delhi Haridwar National Highway, Near Bahadrabad Haridwar,  Uttarakhand -  ",Uttarakhand,State Private University
887,University of Petroleum and Energy Studies,"Energy Acres, P.O. Bidholi, Via Prem Nagar Dehradun ,  Uttarakhand - 248 007 ",Uttarakhand,State Private University
888,Uttaranchal University,"Arcadia Grant P.O. Chandanwari Prem Nagar, Dehradun,  Uttarakhand - 248007 ",Uttarakhand,State Private University
889,Al-Falah University,"Faridabad  ,  Haryana -  ",Haryana,State Private University
890,AMITY University ,"Haryana Amity Education Valley Panchgaon, Manesar Distt.Gurgaon,  Haryana - 122413 ",Haryana,State Private University
891,Ansal University ,"Gurgaon, Haryana. Sector 55, Golf Course Road, Gurugram,  Haryana - 122003 ",Haryana,State Private University
892,Apeejay Stya University,"Sohna-Palwal Road, Sohna, Gurgaon ,  Haryana - 122 103 ",Haryana,State Private University
893,Ashoka University,"Plot No. 2 Rajiv Gandhi Education City,Kundli,NCR NCR Sonepat, Haryana ,  Haryana - 131 028 ",Haryana,State Private University
894,Baba MastNath University,"Asthal Bohar,  Rohtak, Haryana. ,  Haryana - 124 021 ",Haryana,State Private University
895,BML Munjal University,"67th KM Stone NH-8, Village Sidhrawali,  Gurugram,  Haryana - 122413 ",Haryana,State Private University
896,GD Goenka University,"G D Goenka Education City, Sohna Gurgaon Road,Sohna, Haryana Sohna Gurgaon Road Sohna, Haryana,  Haryana -  ",Haryana,State Private University
897,IILM University,"1 Knowledge Centre Golf course Road Sector-53, Gurugram,  Haryana - 122003 ",Haryana,State Private University
898,Jagan Nath University,"State Highway 22,  Bahadurgarh-Jhajjar Road, Jhajjar ,  Haryana - 124507  ",Haryana,State Private University
899,K.R. Mangalam University,"Sohna Road, Gurgaon, Delhi - NCR  ,  Haryana -  ",Haryana,State Private University
900,M.V.N. University,"74th KM mile stone, NH-2,  Delhi-Agra Highway,  Palwal,  Haryana - 121105 ",Haryana,State Private University
901,Maharishi Markandeshwar University,"Sadopur-Ambala  ,  Haryana - 134007 ",Haryana,State Private University
902,Manav Rachna University,"Sector-43, Delhi-Surajkund Road, Faridabad,  Haryana -  ",Haryana,State Private University
903,NIILM University,"99 Km Milestone, Main NH-65 Ambala Road, Kaithal ,  Haryana - 136 027 ",Haryana,State Private University
904,O.P. Jindal Global University,"Sonipat  ,  Haryana -  ",Haryana,State Private University
905,Om Sterling Global University,"NH-52, Hisar-Chandigarh Road, Hisar,  Haryana - 125001 ",Haryana,State Private University
906,PDM University,"Post Box No.-15, Sector-3A, Sarai Aurangabad, Bahadurgarh Haryana,  Haryana - 124507 ",Haryana,State Private University
907,Shree Guru Gobind Singh Tricentenary University ,"Farukh Nagar Road, Budhera Distt., Gurgaon, Haryana - 122 505 ,  Haryana -  ",Haryana,State Private University
908,SRM University,"Plot No. 39, Rajiv Gandhi Education City  Sonepat ,  Haryana - 11029 ",Haryana,State Private University
909,Starex University,"NH-8, Vill., Binola, P.O. Bhorakalan, Gurugram,  Haryana -  ",Haryana,State Private University
910,The Northcap University ,"HUDA, Sector 23-A, Gurgaon   ,  Haryana - 122 017 ",Haryana,State Private University
911,World University Of Design,"Plot No. 1, Rajiv Gandhi Education City, Sonipat, Haryana 131029  ,  Haryana -  ",Haryana,State Private University
912,Ajeenkya D.Y. Patil University,"Charholi  Budruk Via Lohegaon, Pune,  Maharashtra - 412105 ",Maharashtra,State Private University
913,Amity University,"Mumbai-Pune Expressway, Bhatan,Post - Somathne, Panvel,Mumbai,  Maharashtra - 410206 ",Maharashtra,State Private University
914,Chhatrapati Shivaji Maharaj University,"Near Shedung Toll Plaza Old Mumbai pune highway, panvel, navi mumbai,  Maharashtra -  ",Maharashtra,State Private University
915,D Y Patil International University,"Sector-29, Pradhikaran, Akurdi, Pune,  Maharashtra - 411044 ",Maharashtra,State Private University
916,D. Y. Patil University,"Sr No 124 & 126, Ambi,  Tal-Maval, MIDC Road, Talegaon Dabhade, Pune,  Maharashtra - 410507 ",Maharashtra,State Private University
917,Dr. Vishwanath Karad MIT World Peace University,"S.no.-124, Paud Road, Kothrud, Pune,  Maharashtra - 411038 ",Maharashtra,State Private University
918,Flame University,"GAT No. 1270 Village Lavale Taluka Mulshi, Pune,  Maharashtra - 411042 ",Maharashtra,State Private University
919,G.H.Raisoni University,"Badnera, Anjangaon,  Bari Road, Amravat,  Maharashtra - 444701 ",Maharashtra,State Private University
920,MGM University,"MGM Campus N-6, CIDCO, Aurangabad,  Maharashtra - 431003 ",Maharashtra,State Private University
